50.977077;11.070605;26543771;33975;781.273612950699
52.494925;13.491762;206313361;1073373;192.21031365611
52.498955;13.28252;2172584;9952;218.306270096463
52.529303;13.454782;7264657;18778;386.870646501225
52.541755;13.435073;7111886;16419;433.149765515561
52.535517;13.359265;77044062;123440;624.141785482826
52.531765;13.311347;4999175;11247;444.489641682226
50.972143;11.0386;25942104;75099;345.438740862062
50.97409;11.053637;707611;1342;527.280923994039
52.516797;13.473903;10438143;26874;388.410471087296
52.549648;13.411672;5758805;15411;373.681461293881
52.549243;13.396378;17208589;53368;322.4514503073
52.547882;13.379702;2691504;6989;385.105737587638
52.513542;13.285723;382509;1150;332.61652173913
52.534363;13.330403;6660343;14506;459.144009375431
52.525133;13.368975;15777802;35198;448.258480595488
52.529182;13.291577;3540895;7212;490.972684414864
50.542348;9.689387;70634609;127274;554.980663764791
51.350502;12.400872;51324500;310197;165.457757489595
51.345682;12.382118;46528111;172788;269.278601523254
52.536087;13.344632;217204;460;472.182608695652
50.93676;9.92703;6585164;7913;832.195627448502
50.761588;9.685668;14515109;9000;1612.78988888889
50.747013;9.685115;6150471;5408;1137.2912352071
50.555587;9.68299;15880556;23069;688.393775196151
51.161037;11.482125;12976126;7817;1659.98797492644
50.926477;9.76706;7934056;7679;1033.2147415028
51.505522;12.198205;248397;458;542.35152838428
52.343853;13.281768;5661758;7785;727.264996788696
53.337357;11.488868;18493148;20011;924.149117985108
50.575883;9.68916;18075343;12860;1405.54766718507
50.981773;11.08945;2052568;3093;663.617200129324
51.395303;12.38972;9383296;16170;580.290414347557
51.793222;12.560738;5784040;2948;1962.02170963365
51.296688;11.672625;3478065;3334;1043.21085782843
51.150925;11.469237;2658429;1766;1505.33918459796
50.936847;10.730482;6237597;8689;717.872827713201
51.68215;12.39417;6055668;2564;2361.80499219969
52.365053;13.290447;3651723;4208;867.804895437262
52.501553;13.372477;51226197;58430;876.710542529523
51.050712;11.184592;4206582;3284;1280.93239951279
53.343965;11.474915;4114064;7316;562.337889557135
51.212637;11.561755;9248290;6455;1432.73276529822
50.919548;9.753;5853602;5846;1001.30037632569
50.990933;11.119208;3238367;4284;755.921335200747
50.928155;10.797187;4307124;3881;1109.79747487761
51.365012;12.401645;5221686;11200;466.221964285714
50.89787;9.74489;7199159;6767;1063.86271612236
50.577582;9.712598;4608577;4167;1105.97000239981
50.976547;10.333338;14140718;19229;735.384991419211
51.426303;12.047163;1571482;2590;606.749806949807
51.023657;11.147863;4094387;3785;1081.74029062087
50.932652;10.744927;1636301;2148;761.77886405959
51.007747;11.134472;2166217;2233;970.092700403045
50.963138;10.376117;2986443;3654;817.307881773399
51.680412;12.378848;2971158;1417;2096.7946365561
50.922642;10.819685;2821477;2936;960.993528610354
52.052022;13.094205;4481362;3082;1454.04347826087
51.431068;12.136623;1997686;2516;793.992845786963
50.944567;9.871993;3057228;3613;846.174370329366
52.325008;13.274522;3157164;3285;961.084931506849
50.87004;9.716657;11955188;12780;935.460719874804
51.433145;12.111898;1448151;2090;692.895215311005
51.429508;12.155215;1576433;1728;912.287615740741
